eta,l2,ratio_rbf,MSE,CCR
0.1,False,0.1,0.7077777777777777,87.0
0.1,True,0.1,0.7711111111111111,87.66666666666667
0.1,False,0.2,0.6422222222222222,90.44444444444444
0.1,True,0.2,0.6455555555555555,90.0
