eta,l2,ratio_rbf,MSE,CCR
0.1,False,0.1,0.03571428571428571,96.42857142857143
0.1,True,0.1,0.03571428571428571,96.42857142857143
0.1,False,0.2,0.03571428571428571,96.42857142857143
0.1,True,0.2,0.03571428571428571,96.42857142857143
