,C,gamma,ccr_train,ccr_test,mae_train,mae_test,amae_train,amae_test,ms_train,ms_test
0,10,1,0.973214285714,0.947368421053,0.0267857142857,0.0526315789474,0.0263157894737,0.0555555555556,0.921052631579,0.833333333333
