,C,l2,ccr_train,ccr_test,mae_train,mae_test,amae_train,amae_test,ms_train,ms_test
0,10,False,0.9375,0.973684210526,0.0625,0.0263157894737,0.0621147463253,0.0277777777778,0.894736842105,0.916666666667
